URL,Version,Status,OIDs,Name,Title,Description,Used
https://github.com/RicardoLSantos/shorthand/CodeSystem/mobility-alert-level-cs,0.1.0,active,,MobilityAlertLevelCS,Mobility Alert Level Code System,"Code system defining alert levels for mobility measurements, indicating the severity of changes in mobility patterns","ValueSet/mobility-alert-level-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/nutrition-data-source-cs,0.1.0,draft,,NutritionDataSourceCS,Nutrition Data Source Code System,"Code system for nutrition data sources","ValueSet/nutrition-data-source-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/reproductive-activity-cs,0.1.0,active,,ReproductiveActivityCS,Reproductive Health Activities Code System,"Code system for reproductive health monitoring activities","ValueSet/reproductive-activity-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/social-activity-cs,0.1.0,draft,,SocialActivityCS,Social Activity Code System,"Code system for types of social activities","ValueSet/social-activity-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/social-context-cs,0.1.0,draft,,SocialContextCS,Social Context Code System,"Code system for social interaction contexts","ValueSet/social-context-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/social-interaction-medium-cs,0.1.0,draft,,SocialInteractionMediumCS,Social Interaction Medium Code System,"Mediums through which social interaction occurs","ValueSet/social-interaction-medium-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/social-interaction-quality-cs,0.1.0,draft,,SocialInteractionQualityCS,Social Interaction Quality Code System,"Quality measures for social interactions","ValueSet/social-interaction-quality-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/social-interaction-type-cs,0.1.0,draft,,SocialInteractionTypeCS,Social Interaction Type Code System,"Types of social interactions","ValueSet/social-interaction-type-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/social-support-cs,0.1.0,draft,,SocialSupportCS,Social Support Code System,"Code system for levels of social support","ValueSet/social-support-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/stress-chronicity-cs,0.1.0,draft,,StressChronicityCS,Stress Chronicity Code System,"Code system for stress chronicity classification","ValueSet/stress-chronicity-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/stress-coping-cs,0.1.0,draft,,StressCopingCS,Stress Coping Code System,"Code system for stress coping mechanisms","ValueSet/stress-coping-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/stress-impact-cs,0.1.0,draft,,StressImpactCS,Stress Impact Code System,"Code system for stress impact levels","ValueSet/stress-impact-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/stress-triggers-cs,0.1.0,draft,,StressTriggersCS,Stress Triggers Code System,"Code system for common stress triggers","ValueSet/stress-triggers-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/symptom-frequency-cs,0.1.0,draft,,SymptomFrequencyCS,Symptom Frequency Code System,"Frequency patterns for symptoms","ValueSet/symptom-frequency-vs"
https://github.com/RicardoLSantos/shorthand/CodeSystem/symptom-impact-cs,0.1.0,draft,,SymptomImpactCS,Symptom Impact Code System,"Impact levels of symptoms on daily activities","ValueSet/symptom-impact-vs"
