URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/messageheader-response-request,4.0.1,draft,"2.16.840.1.113883.4.642.3.924",messageheader-response-request,messageheader-response-request,"HL7-defined table of codes which identify conditions under which acknowledgments are required to be returned in response to a message.","StructureDefinition/mindfulness-message-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/observation-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.403",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/mindfulness-observation,StructureDefinition/heart-rate-observation,StructureDefinition/mobility-profile,StructureDefinition/environmental-observation,StructureDefinition/reproductive-observation,StructureDefinition/body-composition-observation,StructureDefinition/physical-activity-observation,StructureDefinition/walking-speed-observation,StructureDefinition/bmi-observation,StructureDefinition/macronutrients-observation,StructureDefinition/weight-observation,StructureDefinition/lifestyle-vital-signs,StructureDefinition/calorie-intake-observation,StructureDefinition/height-observation,StructureDefinition/walking-steadiness-observation,StructureDefinition/water-intake-observation,StructureDefinition/uv-exposure-observation,StructureDefinition/advanced-vital-signs,StructureDefinition/body-metrics-observation,StructureDefinition/sleep-observation,StructureDefinition/nutrition-intake-observation,StructureDefinition/blood-pressure-observation,StructureDefinition/fertility-observation,StructureDefinition/oxygen-saturation-observation,StructureDefinition/noise-exposure-observation","THO"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/mindfulness-observation,StructureDefinition/mobility-profile,StructureDefinition/calorie-intake-observation,StructureDefinition/height-observation,StructureDefinition/walking-steadiness-observation,StructureDefinition/environmental-observation,StructureDefinition/water-intake-observation,StructureDefinition/uv-exposure-observation,StructureDefinition/reproductive-observation,StructureDefinition/advanced-vital-signs,StructureDefinition/body-composition-observation,StructureDefinition/body-metrics-observation,StructureDefinition/physical-activity-observation,StructureDefinition/sleep-observation,StructureDefinition/walking-speed-observation,StructureDefinition/nutrition-intake-observation,StructureDefinition/bmi-observation,StructureDefinition/fertility-observation,StructureDefinition/macronutrients-observation,StructureDefinition/weight-observation,StructureDefinition/noise-exposure-observation","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/mindfulness-observation,StructureDefinition/heart-rate-observation,StructureDefinition/mobility-profile,StructureDefinition/environmental-observation,StructureDefinition/reproductive-observation,StructureDefinition/body-composition-observation,StructureDefinition/physical-activity-observation,StructureDefinition/walking-speed-observation,StructureDefinition/bmi-observation,StructureDefinition/macronutrients-observation,StructureDefinition/weight-observation,StructureDefinition/lifestyle-vital-signs,StructureDefinition/calorie-intake-observation,StructureDefinition/height-observation,StructureDefinition/walking-steadiness-observation,StructureDefinition/water-intake-observation,StructureDefinition/uv-exposure-observation,StructureDefinition/advanced-vital-signs,StructureDefinition/body-metrics-observation,StructureDefinition/sleep-observation,StructureDefinition/nutrition-intake-observation,StructureDefinition/blood-pressure-observation,StructureDefinition/fertility-observation,StructureDefinition/oxygen-saturation-observation,StructureDefinition/noise-exposure-observation","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,4.0.1,draft,"2.16.840.1.113883.4.642.3.395",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/mindfulness-observation,StructureDefinition/heart-rate-observation,StructureDefinition/mobility-profile,StructureDefinition/environmental-observation,StructureDefinition/reproductive-observation,StructureDefinition/body-composition-observation,StructureDefinition/physical-activity-observation,StructureDefinition/walking-speed-observation,StructureDefinition/bmi-observation,StructureDefinition/macronutrients-observation,StructureDefinition/weight-observation,StructureDefinition/lifestyle-vital-signs,StructureDefinition/calorie-intake-observation,StructureDefinition/height-observation,StructureDefinition/walking-steadiness-observation,StructureDefinition/water-intake-observation,StructureDefinition/uv-exposure-observation,StructureDefinition/advanced-vital-signs,StructureDefinition/body-metrics-observation,StructureDefinition/sleep-observation,StructureDefinition/nutrition-intake-observation,StructureDefinition/blood-pressure-observation,StructureDefinition/fertility-observation,StructureDefinition/oxygen-saturation-observation,StructureDefinition/noise-exposure-observation","SCT"
http://hl7.org/fhir/ValueSet/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/mindfulness-observation,StructureDefinition/heart-rate-observation,StructureDefinition/mobility-profile,StructureDefinition/environmental-observation,StructureDefinition/reproductive-observation,StructureDefinition/body-composition-observation,StructureDefinition/physical-activity-observation,StructureDefinition/walking-speed-observation,StructureDefinition/bmi-observation,StructureDefinition/macronutrients-observation,StructureDefinition/weight-observation,StructureDefinition/lifestyle-vital-signs,StructureDefinition/mobility-risk-assessment,StructureDefinition/calorie-intake-observation,StructureDefinition/height-observation,StructureDefinition/walking-steadiness-observation,StructureDefinition/water-intake-observation,StructureDefinition/uv-exposure-observation,StructureDefinition/advanced-vital-signs,StructureDefinition/body-metrics-observation,StructureDefinition/sleep-observation,StructureDefinition/nutrition-intake-observation,StructureDefinition/blood-pressure-observation,StructureDefinition/fertility-observation,StructureDefinition/oxygen-saturation-observation,StructureDefinition/noise-exposure-observation","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/observation-vitalsignresult,4.0.1,active,"2.16.840.1.113883.3.88.12.80.62",VitalSigns,Vital Signs,"This value set indicates the allowed vital sign result types.   The LOINC code for Vitals Signs panel (85353-1) is a grouping structure for a set of vital signs and includes related links (with type=has-member) to the Observations in this set (e.g. respiratory rate, heart rate, BP).  The Blood pressure panel (85354-9) is used to group the component observations Systolic blood pressure (8480-6) and Diastolic blood pressure (8462-4).","StructureDefinition/heart-rate-observation,StructureDefinition/blood-pressure-observation,StructureDefinition/lifestyle-vital-signs,StructureDefinition/oxygen-saturation-observation","LOINC"
http://hl7.org/fhir/ValueSet/operation-kind,4.0.1,active,"2.16.840.1.113883.4.642.3.506",OperationKind,OperationKind,"Whether an operation is a normal operation or a query.","StructureDefinition/mindfulness-operation","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/operation-parameter-use,4.0.1,active,"2.16.840.1.113883.4.642.3.508",OperationParameterUse,OperationParameterUse,"Whether an operation parameter is an input or an output parameter.","StructureDefinition/mindfulness-operation","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/publication-status,4.0.1,active,"2.16.840.1.113883.4.642.3.3",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","StructureDefinition/mindfulness-operation,StructureDefinition/mindfulness-message-definition,StructureDefinition/symptom-questionnaire","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/mindfulness-observation,StructureDefinition/heart-rate-observation,StructureDefinition/calorie-intake-observation,StructureDefinition/height-observation,StructureDefinition/walking-steadiness-observation,StructureDefinition/water-intake-observation,StructureDefinition/uv-exposure-observation,StructureDefinition/advanced-vital-signs,StructureDefinition/body-composition-observation,StructureDefinition/homeostasis-index,StructureDefinition/physical-activity-observation,StructureDefinition/sleep-observation,StructureDefinition/recovery-efficiency,StructureDefinition/walking-speed-observation,StructureDefinition/blood-pressure-observation,StructureDefinition/bmi-observation,StructureDefinition/macronutrients-observation,StructureDefinition/weight-observation,StructureDefinition/physiological-stress-index,StructureDefinition/allostatic-load,StructureDefinition/oxygen-saturation-observation,StructureDefinition/noise-exposure-observation","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/questionnaire-answers,4.0.1,draft,"2.16.840.1.113883.4.642.3.446",QuestionnaireAnswerCodes,Questionnaire Answer Codes,"Example list of codes for answers to questions. (Not complete or necessarily appropriate.)","StructureDefinition/symptom-questionnaire","SCT"
http://hl7.org/fhir/ValueSet/questionnaire-enable-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.1007",EnableWhenBehavior,EnableWhenBehavior,"Controls how multiple enableWhen values are interpreted -  whether all or any must be true.","StructureDefinition/symptom-questionnaire","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/questionnaire-enable-operator,4.0.1,draft,"2.16.840.1.113883.4.642.3.1005",QuestionnaireItemOperator,QuestionnaireItemOperator,"The criteria by which a question is enabled.","StructureDefinition/symptom-questionnaire","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/questionnaire-questions,4.0.1,draft,"2.16.840.1.113883.4.642.3.443",QuestionnaireQuestionCodes,Questionnaire Question Codes,"Example list of codes for questions and groups of questions. (Not necessarily complete or appropriate.)","StructureDefinition/symptom-questionnaire","LOINC"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/mindfulness-observation,StructureDefinition/heart-rate-observation,StructureDefinition/mobility-profile,StructureDefinition/environmental-observation,StructureDefinition/reproductive-observation,StructureDefinition/body-composition-observation,StructureDefinition/physical-activity-observation,StructureDefinition/walking-speed-observation,StructureDefinition/bmi-observation,StructureDefinition/macronutrients-observation,StructureDefinition/weight-observation,StructureDefinition/lifestyle-vital-signs,StructureDefinition/calorie-intake-observation,StructureDefinition/height-observation,StructureDefinition/walking-steadiness-observation,StructureDefinition/water-intake-observation,StructureDefinition/uv-exposure-observation,StructureDefinition/advanced-vital-signs,StructureDefinition/body-metrics-observation,StructureDefinition/sleep-observation,StructureDefinition/nutrition-intake-observation,StructureDefinition/blood-pressure-observation,StructureDefinition/fertility-observation,StructureDefinition/oxygen-saturation-observation,StructureDefinition/noise-exposure-observation","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/mindfulness-observation,StructureDefinition/heart-rate-observation,StructureDefinition/mobility-profile,StructureDefinition/environmental-observation,StructureDefinition/reproductive-observation,StructureDefinition/body-composition-observation,StructureDefinition/physical-activity-observation,StructureDefinition/walking-speed-observation,StructureDefinition/bmi-observation,StructureDefinition/macronutrients-observation,StructureDefinition/weight-observation,StructureDefinition/lifestyle-vital-signs,StructureDefinition/calorie-intake-observation,StructureDefinition/height-observation,StructureDefinition/walking-steadiness-observation,StructureDefinition/water-intake-observation,StructureDefinition/uv-exposure-observation,StructureDefinition/advanced-vital-signs,StructureDefinition/body-metrics-observation,StructureDefinition/sleep-observation,StructureDefinition/nutrition-intake-observation,StructureDefinition/blood-pressure-observation,StructureDefinition/fertility-observation,StructureDefinition/oxygen-saturation-observation,StructureDefinition/noise-exposure-observation","THO"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/mindfulness-operation,StructureDefinition/mindfulness-message-definition,StructureDefinition/symptom-questionnaire","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/risk-probability,4.0.1,draft,"2.16.840.1.113883.4.642.3.450",RiskProbability,Risk Probability,"Codes representing the likelihood of a particular outcome in a risk assessment.","StructureDefinition/mobility-risk-assessment","THO"
http://hl7.org/fhir/ValueSet/search-param-type,4.0.1,active,"2.16.840.1.113883.4.642.3.11",SearchParamType,SearchParamType,"Data types allowed to be used for search parameters.","StructureDefinition/mindfulness-operation","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/timing-abbreviation,4.0.1,draft,"2.16.840.1.113883.4.642.3.78",TimingAbbreviation,TimingAbbreviation,"Code for a known / defined timing pattern.","StructureDefinition/alert-timing","THO (V3)"
http://hl7.org/fhir/ValueSet/ucum-vitals-common,4.0.1,draft,"2.16.840.1.113883.4.642.3.955",VitalSignsUnits,Vital Signs Units,"Common UCUM units for recording Vital Signs","StructureDefinition/heart-rate-observation,StructureDefinition/blood-pressure-observation,StructureDefinition/lifestyle-vital-signs,StructureDefinition/oxygen-saturation-observation","UCUM"
http://hl7.org/fhir/ValueSet/units-of-time,4.0.1,active,"2.16.840.1.113883.4.642.3.77",UnitsOfTime,UnitsOfTime,"A unit of time (units from UCUM).","StructureDefinition/alert-timing","UCUM"
https://github.com/RicardoLSantos/shorthand/ValueSet/advanced-vital-signs-context-vs,0.1.0,draft,,AdvancedVitalSignsContextVS,Advanced Vital Signs Context Value Set,"Context codes for advanced vital sign measurements","StructureDefinition/advanced-vital-signs-context","Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/body-locations-vs,0.1.0,draft,,BodyLocationsVS,Body Locations Value Set,"Anatomical locations for symptom recording",,"SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/circadian-phase-vs,0.1.0,draft,,CircadianPhaseVS,Circadian Phase Value Set,"Value set for circadian rhythm phases","StructureDefinition/circadian-phase","Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/duration-units-vs,0.1.0,draft,,DurationUnitsVS,Duration Units Value Set,"Time units for symptom duration","StructureDefinition/reproductive-observation","UCUM"
https://github.com/RicardoLSantos/shorthand/ValueSet/environment-type-vs,0.1.0,draft,,EnvironmentTypeVS,Practice Environment Types Value Set,"Value set of practice environment types",,"Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/environmental-context-vs,0.1.0,active,,EnvironmentalContextVS,Environmental Context Value Set,"Valid contexts for environmental measurements",,"Other"
https://github.com/RicardoLSantos/shorthand/ValueSet/exposure-conditions-vs,0.1.0,draft,,ExposureConditionsVS,Exposure Conditions Value Set,"Value set for environmental exposure conditions","StructureDefinition/exposure-conditions","Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/exposure-location-vs,0.1.0,draft,,ExposureLocationVS,Exposure Location Value Set,"Value set for environmental exposure locations","StructureDefinition/exposure-location","Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/measurement-conditions-vs,0.1.0,draft,,MeasurementConditionsVS,Measurement Conditions Value Set,"Standard conditions under which measurements are taken","StructureDefinition/measurement-conditions","SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/measurement-context-vital-signs,0.1.0,draft,,MeasurementContextVitalSigns,Measurement Context Value Set,"",,"SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/measurement-context-vs,0.1.0,active,,MeasurementContextVS,Measurement Context Value Set,"Contexts in which measurements can be taken, including temporal and location-based contexts","StructureDefinition/measurement-context","SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/measurement-device-type-vs,0.1.0,draft,,MeasurementDeviceTypeVS,Measurement Device Type Value Set,"Types of devices used for health and body measurements","StructureDefinition/measurement-device-type","SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/measurement-quality-vs,0.1.0,draft,,MeasurementQualityVS,Measurement Quality Value Set,"Value set for measurement quality indicators","StructureDefinition/measurement-quality","Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/mindfulness-outcome-vs,0.1.0,draft,,MindfulnessOutcomeVS,Mindfulness Outcomes Value Set,"Value set for mindfulness practice outcomes",,"SCT,Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/mindfulness-qualifier-vs,0.1.0,draft,,MindfulnessQualifierVS,Mindfulness Practice Qualifiers Value Set,"Value set for mindfulness practice qualifiers",,"SCT,Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/mindfulness-type-vs,0.1.0,draft,,MindfulnessTypeVS,Mindfulness Practice Types Value Set,"Value set of mindfulness practice types",,"Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/mobility-alert-level-vs,0.1.0,active,,MobilityAlertLevelVS,Mobility Alert Level Value Set,"Value set for mobility measurement alert levels used to categorize the severity of mobility changes or concerns","StructureDefinition/mobility-alert-level","Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/mood-vs,0.1.0,draft,,MoodValueSet,Mood Value Set,"Codes representing different mood states","StructureDefinition/mindfulness-observation","SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/nutrition-data-source-vs,0.1.0,draft,,NutritionDataSourceVS,Nutrition Data Source Value Set,"Value set for nutrition data sources","StructureDefinition/nutrition-data-source","Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/physical-activity-type-vs,0.1.0,active,,PhysicalActivityTypeVS,Physical Activity Types Value Set,"Types of physical activities from iOS Health App","StructureDefinition/physical-activity-observation","SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/reproductive-activity-vs,0.1.0,active,,ReproductiveActivityVS,Reproductive Health Activities Value Set,"Activities related to reproductive health monitoring",,"Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/reproductive-goal-vs,0.1.0,active,,ReproductiveGoalVS,Reproductive Health Goals Value Set,"Goals related to reproductive health tracking and planning",,"SCT,LOINC"
https://github.com/RicardoLSantos/shorthand/ValueSet/sleep-quality-extended-vs,0.1.0,draft,,SleepQualityExtendedVS,Sleep Quality Value Set,"","StructureDefinition/sleep-quality","SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/sleep-quality-vs,0.1.0,active,,SleepQualityVS,Sleep Quality Value Set,"Qualitative assessments of sleep quality including subjective measures",,"SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/symptom-frequency-vs,0.1.0,draft,,SymptomFrequencyVS,Symptom Frequency Value Set,"Frequency patterns for symptoms","StructureDefinition/reproductive-observation","Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/symptom-impact-vs,0.1.0,draft,,SymptomImpactVS,Symptom Impact Value Set,"Impact levels for symptoms",,"Internal"
https://github.com/RicardoLSantos/shorthand/ValueSet/symptom-progression-vs,0.1.0,draft,,SymptomProgressionVS,Symptom Progression Value Set,"Progression patterns for symptoms","StructureDefinition/reproductive-observation","SCT"
https://github.com/RicardoLSantos/shorthand/ValueSet/time-of-day-vs,0.1.0,draft,,TimeOfDayVS,Time of Day Value Set,"Times of day for symptom occurrence",,"SCT"
