URL,Version,Status,OIDs,Name,Title,Description,Used
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/clinical-use-warning-type-cs,0.1.0,active,,ClinicalUseWarningTypeCS,Clinical Use Warning Type CodeSystem,"Codes for types of clinical use warnings on consumer wearable observations. Addresses vendor algorithm opacity (95% severity) identified in RS6.",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/concept-property-definitions-cs,0.1.0,active,,ConceptPropertyDefinitionsCS,Concept Property Definitions CodeSystem,"Formal definitions for custom concept properties used in this Implementation Guide. These properties extend standard FHIR concept properties to support terminology mapping and lifecycle tracking for wearable health data concepts.",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/crf-category-cs,0.1.0,active,,CRFCategoryCS,CRF Category CodeSystem,"Cardiorespiratory fitness classification categories",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/crf-standard-cs,0.1.0,active,,CRFStandardCS,CRF Standard CodeSystem,"Standards and norms used for CRF classification",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/cv-risk-category-cs,0.1.0,active,,CVRiskCategoryCS,CV Risk Category CodeSystem,"Cardiovascular risk categories based on CRF levels",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/cycling-activity-type-cs,0.1.0,active,,CyclingActivityTypeCS,Cycling Activity Type CodeSystem,"Types of cycling activities",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/cycling-metrics-cs,0.1.0,active,,CyclingMetricsCS,Cycling Metrics CodeSystem,"CodeSystem for cycling dynamics and power metrics from cycling computers and smart trainers.",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/cycling-training-zone-cs,0.1.0,active,,CyclingTrainingZoneCS,Cycling Training Zone CodeSystem,"Coggan power-based training zones",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/data-capture-method-cs,0.1.0,active,,DataCaptureMethodCS,Data Capture Method CodeSystem,"Methods for capturing patient-generated health data",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/data-quality-confidence-cs,0.1.0,active,,DataQualityConfidenceCS,Data Quality Confidence CodeSystem,"Codes indicating confidence level in consumer wearable data quality. Addresses Gap 2 (Data Quality Metadata, 30% coverage, 85 severity).",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/drinking-context-cs,0.1.0,active,,DrinkingContextCS,Drinking Context CodeSystem,"Settings and contexts for alcohol consumption",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/ecg-components-cs,0.1.0,active,,ECGComponentsCS,ECG Components CodeSystem,"Supplementary codes for ECG observation components",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/environment-type-cs,0.1.0,active,,EnvironmentTypeCS,Practice Environment Types,"Types of environments for mindfulness practice",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/environmental-context,0.1.0,active,,EnvironmentalContextCS,Environmental Context Code System,"Environmental factors and settings affecting health measurements and observations",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/exercise-category-cs,0.1.0,active,,ExerciseCategoryCS,Exercise Category CodeSystem,"Strength exercise categories",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/exposure-conditions-cs,0.1.0,active,,ExposureConditionsCS,Exposure Conditions Code System,"Code system for conditions during environmental exposure",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/exposure-location-cs,0.1.0,active,,ExposureLocationCS,Exposure Location Code System,"Code system for environmental exposure locations",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/fall-risk-outcomes,0.1.0,active,,FallRiskOutcomes,Fall Risk Outcomes,"Outcomes and assessment results related to fall risk in mobility evaluations",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/fertility-status-cs,0.1.0,active,,FertilityStatusCodeSystem,Fertility Status Code System,"Code system for fertility status indicators",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/fitbit-sleep-stages-cs,0.1.0,active,,FitbitSleepStagesCS,Fitbit Sleep Stages CodeSystem,"Fitbit proprietary sleep stage classifications from Fitbit Web API",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/footstrike-type-cs,0.1.0,active,,FootstrikeTypeCS,Footstrike Type CodeSystem,"Running footstrike patterns",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/garmin-sleep-stages-cs,0.1.0,active,,GarminSleepStagesCS,Garmin Sleep Stages CodeSystem,"Garmin proprietary sleep stage classifications from Garmin Connect API",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/heart-rate-variability-cs,0.1.0,active,,HeartRateVariabilityCS,Heart Rate Variability CodeSystem,"Custom codes for HRV metrics with LOINC mappings where available. SDNN maps to LOINC 80404-7, other metrics await LOINC assignment.",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/hrmax-method-cs,0.1.0,active,,HRmaxMethodCS,HRmax Method CodeSystem,"Methods for determining maximum heart rate",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/hscrp-risk-cs,0.1.0,active,,HsCRPRiskCS,hs-CRP Cardiovascular Risk CodeSystem,"Cardiovascular risk classification based on high-sensitivity C-Reactive Protein levels.  Based on AHA/CDC Scientific Statement on Markers of Inflammation and Cardiovascular Disease: - Pearson TA, et al. Circulation. 2003;107(3):499-511. doi:10.1161/01.CIR.0000052939.59093.45 - Ridker PM, et al. Circulation. 2003;107(3):363-369. doi:10.1161/01.CIR.0000053730.47739.3C  Risk stratification thresholds: - Low risk: hs-CRP < 1.0 mg/L - Average risk: hs-CRP 1.0-3.0 mg/L - High risk: hs-CRP > 3.0 mg/L  Note: No SNOMED-CT codes exist for this specific clinical classification as of 2025. This CodeSystem follows thesis semantic hierarchy Level 3: local codes with documented source and migration pathway when standard terminology becomes available.  Future migration: Monitor SNOMED-CT International Edition for cardiovascular risk finding codes.",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/injury-risk-level-cs,0.1.0,active,,InjuryRiskLevelCS,Injury Risk Level CodeSystem,"Running injury risk levels",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/ios-physical-activity-cs,0.1.0,active,,IOSPhysicalActivityCS,iOS Physical Activity CodeSystem,"CodeSystem for physical activity types from Apple HealthKit HKWorkoutActivityType. Enables interoperability between iOS Health App data and standard terminologies (SNOMED CT, LOINC).",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/lifestyle-observation-cs,0.1.0,active,,LifestyleObservationCS,Lifestyle Medicine Observation Codes,"Local codes for lifestyle medicine observations not covered by standard terminologies like LOINC. These codes are used for consumer health device data and wellness measurements where standardized codes do not exist.",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/measurement-quality-cs,0.1.0,active,,MeasurementQualityCS,Measurement Quality Code System,"Code system for measurement quality indicators",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mindfulness-alert-type,0.1.0,active,,MindfulnessAlertTypeCS,Mindfulness Alert Type,"Types of alerts for mindfulness practice reminders and notifications",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mindfulness-audit-type,0.1.0,active,,MindfulnessAuditTypeCS,Mindfulness Audit Type,"Types of audit events for mindfulness practice tracking",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mindfulness-config-type,0.1.0,active,,MindfulnessConfigTypeCS,Mindfulness Configuration Type,"Types of configuration settings for mindfulness practice",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mindfulness-message-events,0.1.0,active,,MindfulnessMessageEventsCS,Mindfulness Message Events,"Events that trigger mindfulness-related messages",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mindfulness-outcome-cs,0.1.0,active,,MindfulnessOutcomeCS,Mindfulness Outcomes,"Outcomes and effects of mindfulness practice",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mindfulness-qualifier-cs,0.1.0,active,,MindfulnessQualifierCS,Mindfulness Practice Qualifiers,"Qualifiers for mindfulness practice characteristics",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mindfulness-schedule-type,0.1.0,active,,MindfulnessScheduleTypeCS,Mindfulness Schedule Type,"Types of schedules for mindfulness practice sessions",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mindfulness-type-cs,0.1.0,active,,MindfulnessTypeCS,Mindfulness Practice Types,"Types of mindfulness practices and techniques",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mobility-alert-level-cs,0.1.0,active,,MobilityAlertLevelCS,Mobility Alert Level Code System,"Code system defining alert levels for mobility measurements, indicating the severity of changes in mobility patterns",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mobility-assessment-method,0.1.0,active,,MobilityAssessmentMethodCS,Mobility Assessment Method,"Methods used to assess mobility and balance",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mobility-decline-outcomes,0.1.0,active,,MobilityDeclineOutcomes,Mobility Decline Outcomes,"Outcomes and trends related to mobility decline assessments over time",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/mood,0.1.0,active,,MoodCodeSystem,Mood Code System,"Code system for mood states",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/muscle-group-cs,0.1.0,active,,MuscleGroupCS,Muscle Group CodeSystem,"Primary muscle groups",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/nutrition-data-source-cs,0.1.0,active,,NutritionDataSourceCS,Nutrition Data Source Code System,"Code system for nutrition data sources",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/oura-sleep-stages-cs,0.1.0,active,,OuraSleepStagesCS,Oura Ring Sleep Stages CodeSystem,"Oura Ring proprietary sleep stage classifications from Oura Cloud API",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/ovulation-test-cs,0.1.0,active,,OvulationTestCodeSystem,Ovulation Test Code System,"Code system for ovulation test results",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/practitioner-identifier-cs,0.1.0,active,,PractitionerIdentifierCS,Practitioner Identifier Code System,"Sistema de códigos para identificação de practitioners",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/qt-alert-type-cs,0.1.0,active,,QTAlertTypeCS,QT Alert Type CodeSystem,"Types of clinical alerts for QT interval monitoring",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/qt-correction-formula-cs,0.1.0,active,,QTCorrectionFormulaCS,QT Correction Formula CodeSystem,"Codes for QT interval correction formulas used to adjust for heart rate dependency",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/readiness-category-cs,0.1.0,active,,ReadinessCategoryCS,Readiness Category CodeSystem,"Categories for interpreting recovery readiness scores from wearable devices",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/recommended-activity-cs,0.1.0,active,,RecommendedActivityCS,Recommended Activity CodeSystem,"Codes for recommended activity intensity based on recovery status",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/recovery-debt-cs,0.1.0,active,,RecoveryDebtCS,Recovery Debt CodeSystem,"Codes for accumulated recovery debt levels",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/recovery-metrics-cs,0.1.0,active,,RecoveryMetricsCS,Recovery Metrics CodeSystem,"CodeSystem for recovery readiness and training load metrics",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/regulatory-framework-cs,0.1.0,active,,RegulatoryFrameworkCS,Regulatory Framework Code System,"Codes for healthcare regulatory frameworks",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/risk-level,0.1.0,active,,RiskLevel,Risk Level,"General risk level classification for health assessments and clinical decision support",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/running-metrics-cs,0.1.0,active,,RunningMetricsCS,Running Metrics CodeSystem,"CodeSystem for running dynamics and biomechanical metrics from wearable devices.",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/set-type-cs,0.1.0,active,,SetTypeCS,Set Type CodeSystem,"Strength training set types",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/social-activity-cs,0.1.0,active,,SocialActivityCS,Social Activity Code System,"Code system for types of social activities",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/social-context-cs,0.1.0,active,,SocialContextCS,Social Context Code System,"Code system for social interaction contexts",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/social-history-activity-cs,0.1.0,active,,ReproductiveActivityCS,Reproductive Health Activities Code System,"Code system for social-history health monitoring activities",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/social-interaction-medium-cs,0.1.0,active,,SocialInteractionMediumCS,Social Interaction Medium Code System,"Mediums through which social interaction occurs",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/social-interaction-quality-cs,0.1.0,active,,SocialInteractionQualityCS,Social Interaction Quality Code System,"Quality measures for social interactions",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/social-interaction-type-cs,0.1.0,active,,SocialInteractionTypeCS,Social Interaction Type Code System,"Types of social interactions",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/social-support-cs,0.1.0,active,,SocialSupportCS,Social Support Code System,"Code system for levels of social support",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/strength-equipment-cs,0.1.0,active,,StrengthEquipmentCS,Strength Equipment CodeSystem,"Strength training equipment types",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/strength-training-cs,0.1.0,active,,StrengthTrainingCS,Strength Training CodeSystem,"CodeSystem for strength training metrics from gym equipment and VBT devices.",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/strength-training-type-cs,0.1.0,active,,StrengthTrainingTypeCS,Strength Training Type CodeSystem,"Strength training goal types",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/stress-chronicity-cs,0.1.0,active,,StressChronicityCS,Stress Chronicity Code System,"Code system for stress chronicity classification",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/stress-coping-cs,0.1.0,active,,StressCopingCS,Stress Coping Code System,"Code system for stress coping mechanisms",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/stress-impact-cs,0.1.0,active,,StressImpactCS,Stress Impact Code System,"Code system for stress impact levels",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/stress-triggers-cs,0.1.0,active,,StressTriggersCS,Stress Triggers Code System,"Code system for common stress triggers",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/substance-use-frequency-cs,0.1.0,active,,SubstanceUseFrequencyCS,Substance Use Frequency CodeSystem,"Frequency categories for substance use reporting",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/substance-use-motivation-cs,0.1.0,active,,SubstanceUseMotivationCS,Substance Use Motivation CodeSystem,"Motivation stages based on Transtheoretical Model (Prochaska)",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/substance-use-risk-level-cs,0.1.0,active,,SubstanceUseRiskLevelCS,Substance Use Risk Level CodeSystem,"Risk levels for substance use assessment in lifestyle medicine",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/substance-use-trigger-cs,0.1.0,active,,SubstanceUseTriggerCS,Substance Use Trigger CodeSystem,"Common triggers for substance use behavior",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/swimming-environment-cs,0.1.0,active,,SwimmingEnvironmentCS,Swimming Environment CodeSystem,"Swimming venue types",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/swimming-metrics-cs,0.1.0,active,,SwimmingMetricsCS,Swimming Metrics CodeSystem,"CodeSystem for swimming performance metrics from wearable devices.",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/swimming-stroke-type-cs,0.1.0,active,,SwimmingStrokeTypeCS,Swimming Stroke Type CodeSystem,"Swimming stroke types",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/symptom-frequency-cs,0.1.0,active,,SymptomFrequencyCS,Symptom Frequency Code System,"Frequency patterns for symptoms",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/symptom-impact-cs,0.1.0,active,,SymptomImpactCS,Symptom Impact Code System,"Impact levels of symptoms on daily activities",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/symptom-severity-cs,0.1.0,active,,SymptomSeverityCS,Symptom Severity Code System,"Severity levels for symptoms",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/training-status-cs,0.1.0,active,,TrainingStatusCS,Training Status CodeSystem,"Codes for training status and fitness progression",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/trend-direction-cs,0.1.0,active,,TrendDirectionCS,Trend Direction CodeSystem,"Codes for trend direction indicators",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/validation-status-cs,0.1.0,active,,ValidationStatusCS,Validation Status CodeSystem,"Codes for scientific validation status of metrics",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/vo2max-method-cs,0.1.0,active,,VO2maxMethodCS,VO2max Method CodeSystem,"Methods for VO2max estimation and measurement",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/vo2max-metrics-cs,0.1.0,active,,VO2maxMetricsCS,VO2max Metrics CodeSystem,"CodeSystem for VO2max estimation metrics",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/vo2max-protocol-cs,0.1.0,active,,VO2maxProtocolCS,VO2max Protocol CodeSystem,"Specific protocols and tests for VO2max estimation",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/vo2max-trend-cs,0.1.0,active,,VO2maxTrendCS,VO2max Trend CodeSystem,"Codes for VO2max trend direction over time",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/wearable-device-type-cs,0.1.0,active,,WearableDeviceTypeCS,Wearable Device Type CodeSystem,"Codes for types of consumer wearable devices. Supports device provenance capture (RS6 Gap 4).",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/wearable-sensor-type-cs,0.1.0,active,,WearableSensorTypeCS,Wearable Sensor Type CodeSystem,"Sensor types found in consumer wearable devices",
https://2rdoc.pt/ig/ios-lifestyle-medicine/CodeSystem/wearable-vendor-cs,0.1.0,active,,WearableVendorCS,Wearable Vendor CodeSystem,"Codes for wearable device manufacturers and vendors",
https://ckm.openehr.org/ckm/archetypes,0.1.0,active,,OpenEHRArchetypesCS,openEHR Clinical Knowledge Manager Archetypes (External Reference),"Stub CodeSystem representing openEHR archetypes from the Clinical Knowledge Manager (CKM). This CodeSystem serves as a formal reference target for ConceptMaps mapping between FHIR and openEHR. Actual archetypes are maintained at https://ckm.openehr.org/",
https://cloud.ouraring.com/v2/docs,0.1.0,active,,OuraAPICS,Oura Ring API Types (External Reference),"Stub CodeSystem representing Oura Ring API data types.",
https://dev.fitbit.com/build/reference/web-api,0.1.0,active,,FitbitAPICS,Fitbit Web API Types (External Reference),"Stub CodeSystem representing Fitbit Web API data types. This CodeSystem serves as a formal reference for mapping wearable data from Fitbit devices.",
https://developer.apple.com/documentation/healthkit,0.1.0,active,,AppleHealthKitCS,Apple HealthKit Types (External Reference),"Stub CodeSystem representing Apple HealthKit quantity and category types. This CodeSystem serves as a formal reference for mapping wearable data from Apple devices.",
https://developer.garmin.com/gc-developer-program,0.1.0,active,,GarminConnectCS,Garmin Connect API Types (External Reference),"Stub CodeSystem representing Garmin Connect and Health API data types.",
https://www.polar.com/accesslink-api,0.1.0,active,,PolarAPICS,Polar AccessLink API Types (External Reference),"Stub CodeSystem representing Polar AccessLink API data types.",
